Id;Ime;Obdobje;Narodnost;Smer;Kraj
443;BEZZI, Giovanni Francesco;Mannerism;Italian;painter;Bologna
1783;HÜBNER, Julius;Romanticism;German;painter;
4110;YEVELE, Henry;Medieval;English;architect;
3317;SABLET, Jean-François;Neoclassicism;Swiss;painter;
3283;RUBENS, Peter Paul;Baroque;Flemish;painter;Antwerp
1857;JEAURAT, Etienne;Baroque;French;painter;
3030;POURBUS, Pieter;Mannerism;Flemish;painter;Bruges
1778;HOUCKGEEST, Gerard;Baroque;Dutch;painter;Delft
3212;ROCCA, Giacomo;Mannerism;Italian;painter;Rome
2537;MAZZONI, Guido;Early Renaissance;Italian;sculptor;Modena
3534;SOMER, Paulus van;Baroque;Flemish;painter;London
2417;MASTER I.P.;High Renaissance;German;sculptor;
3718;TOL, Domenicus van;Baroque;Dutch;painter;Leiden
3243;RONDINELLI, Niccolò;Early Renaissance;Italian;painter;Venice
2308;MOSTAERT, Gillis;Baroque;Flemish;painter;Antwerp
2485;MASTER of the Life of the Virgin;Northern Renaissance;German;painter;Cologne
3076;QUAST, Pieter Jansz.;Baroque;Dutch;painter;Amsterdam
786;CHAPU, Henri;Realism;French;sculptor;Paris
2346;MARASTONI, Jakab;Romanticism;Hungarian;painter;Pest
1481;GERVEX, Henri;Realism;French;painter;Paris
3523;SOLA, Antonio;Romanticism;Spanish;sculptor;
2131;LIOTARD, Étienne;Baroque;Swiss;painter;
1826;JACOBSZ., Lambert;Baroque;Dutch;painter;Amsterdam
2779;OS, Jan van;Rococo;Dutch;painter;The Hague
3681;THIJS, Pieter;Baroque;Flemish;painter;Antwerp
2011;LARCIANI, Giovanni di Lorenzo;High Renaissance;Italian;painter;Florence
718;CARTELLIER, Pierre;Neoclassicism;French;sculptor;
1018;DANIELE da Volterra;High Renaissance;Italian;painter;
1319;FOHR, Carl Philipp;Romanticism;German;painter;
24;AGNOLO DI VENTURA;Medieval;Italian;sculptor;Siena
2955;PIETTE, Ludovic;Impressionism;French;painter;
2657;MOMPER, Jan de;Baroque;Flemish;painter;Rome
3640;TALENTI, Francesco;Medieval;Italian;architect;Florence
4058;WHISTLER, James Abbot McNeill;Impressionism;American;painter;London
3763;TROTTI, Giovanni Battista;Mannerism;Italian;painter;Cremona
1398;FÜGER, Friedrich Heinrich;Neoclassicism;German;miniaturist;Vienna
1677;HABERLE, John;Impressionism;American;painter;New Haven
1054;DELFF, Jacob Willemsz II;Baroque;Dutch;painter;Delft
274;BUSIRI, Giovanni Battista;Baroque;Italian;painter;Rome
111;ANTROPOV, Aleksey Petrovich;Rococo;Russian;painter;
2384;MARTIN, David;Rococo;Scottish;painter;London
1670;GUILLAUMIN, Armand;Impressionism;French;painter;Paris
1006;DALLE MASEGNE, Jacobello;Medieval;Italian;sculptor;Emilia
1055;DELL, Peter the Elder;Northern Renaissance;German;sculptor;Würzburg
1890;KAUFFMANN, Angelica;Rococo;Swiss;painter;
1236;FALCIATORE, Filippo;Rococo;Italian;painter;Naples
3700;TILLOT, Charles Victor;Realism;French;painter;Paris
181;BALZICO, Alfonso;Realism;Italian;sculptor;
609;CACCIA, Orsola Maddalena;Baroque;Italian;painter;Moncalvo
3629;SWANENBURG, Isaac Claesz. van;Baroque;Netherlandish;painter;Leiden
3046;PREVITALI, Andrea;High Renaissance;Italian;painter;Venice
3596;STOSS, Veit;Northern Renaissance;German;sculptor;
3432;SCHUPPEN, Jacques van;Baroque;French;painter;Vienna
6;ABBATINI, Guido Ubaldo;Baroque;Italian;painter;Rome
3756;TRICHT, Arnt van;Northern Renaissance;Netherlandish;sculptor;Kalkar
1668;GUILLAIN, Simon;Baroque;French;sculptor;
297;BARRIAS, Louis-Ernest;Realism;French;sculptor;Paris
266;BURG, Adriaan van der;Baroque;Dutch;painter;Dordrecht
2863;PAULI, Hanna;Impressionism;Swedish;painter;Stockholm
2732;NOVELLI, Antonio;Baroque;Italian;sculptor;Florence
2473;MASTER of the Holy Blood;Northern Renaissance;Flemish;painter;Bruges
899;COOKE, Edward William;Realism;English;painter;London
3206;ROBERTI, Ercole de';Early Renaissance;Italian;painter;Ferrara
758;CAVRIOLI, Francesco;Baroque;Italian;sculptor;Venice
2259;MOMPER, Philips de, I;Baroque;Flemish;painter;Antwerp
2370;MARKÓ, Ferenc;Romanticism;Hungarian;painter;Pest
2111;LIEBERMANN, Max;Impressionism;German;painter;
246;BRUSASORCI, Felice;Mannerism;Italian;painter;Verona
3729;TORELLI, Felice;Baroque;Italian;painter;Bologna
2627;MINARDI, Tommaso;Romanticism;Italian;painter;Rome
22;AGASSE, Jacques-Laurent;Neoclassicism;Swiss;painter;London
1493;GHISLANDI, Giuseppe;Baroque;Italian;painter;Bergamo
2827;PANNINI, Giovanni Paolo;Baroque;Italian;painter;Rome
1828;JACOMETTO VENEZIANO;Early Renaissance;Italian;illuminator;Venice
3679;THIELE, Johann Alexander;Baroque;German;painter;
1838;JACQUAND, Claudius;Romanticism;French;painter;
192;BRAND, Christian Hilfgott;Rococo;Austrian;painter;Vienna
582;BOULANGER, Jean;Baroque;French;painter;Modena
646;CROSATO, Giovanni Battista;Rococo;Italian;painter;Venice
3454;SEITER, Daniel;Baroque;Italian;painter;Turin
568;BOTTICELLI, Sandro;Early Renaissance;Italian;painter;Florence
2143;LISSE, Dirck van der;Baroque;Dutch;painter;Den Haag
334;BEAUMONT, Claudio Francesco;Rococo;Italian;painter;Turin
4022;WALSCAPELLE, Jacob van;Baroque;Dutch;painter;
2529;MAZONE, Giovanni;Early Renaissance;Italian;painter;Liguria
950;COURTOIS, Jacques;Baroque;French;painter;Rome
3867;VASSALLO, Antonio Maria;Baroque;Italian;painter;Genoa
1184;ECKERSBERG, Christoffer Wilhelm;Neoclassicism;Danish;painter;
1007;DALMATA, Giovanni;Early Renaissance;Italian;sculptor;
2367;MARIS, Matthijs;Impressionism;Dutch;painter;The Hague
1351;FRANCESCHINI, Marcantonio;Baroque;Italian;painter;Bologna
2965;PINO, Marco;Mannerism;Italian;painter;Naples
2725;NOOMS, Reiner;Baroque;Dutch;painter;
931;COSSA, Francesco del;Early Renaissance;Italian;painter;Ferrara
1552;GIRODET DE ROUCY-TRIOSON, Anne-Louis;Neoclassicism;French;painter;
1025;DAUBIGNY, Karl;Realism;French;painter;
1927;KNELLER, Sir Godfrey;Baroque;English;painter;
1191;ELIAERTS, Jan Frans;Rococo;Belgian;painter;Antwerp
2497;MASTER of the St. Bartholomew Altar;Northern Renaissance;German;painter;Cologne
3158;RICCARDI, Gabriele;High Renaissance;Italian;architect;Lecce
2593;MICHELE DA VERONA;High Renaissance;Italian;painter;Verona
2090;LESCOT, Pierre;High Renaissance;French;architect;Paris
2298;MORLAND, George;Rococo;English;painter;London
4144;ZUCCHI, Antonio;Rococo;Italian;painter;Venice
4083;WITHOOS, Matthias;Baroque;Dutch;painter;Amersfoort
152;BACCHIACCA;High Renaissance;Italian;painter;Florence
4005;VRANCX, Sebastian;Baroque;Flemish;painter;Antwerp
573;BOUCLE, Pierre van;Baroque;Flemish;painter;Paris
2967;PIOLA, Domenico;Baroque;Italian;painter;Genoa
139;ATTAVANTE DEGLI ATTAVANTI;Early Renaissance;Italian;illuminator;Florence
655;CUYCK VAN MYEROP, Frans;Baroque;Flemish;painter;
2280;MORA, José de;Baroque;Spanish;sculptor;Granada
1210;ESPINOSA, Juan Bautista de;Baroque;Spanish;painter;
3487;SILOE, Gil de;Early Renaissance;Spanish;sculptor;Burgos
80;ANDRIESSEN, Jurriaan;Rococo;Dutch;painter;Amsterdam
3776;TURA, Cosmè;Early Renaissance;Italian;painter;Ferrara
1697;HEERMANN, Paul;Baroque;German;sculptor;
3202;ROBBIA, Luca della;Early Renaissance;Italian;sculptor;Florence
799;CHEERE, John;Rococo;English;sculptor;London
2743;OCAMPO, Andrés de;Mannerism;Spanish;sculptor;Seville
2692;NEYN, Pieter de;Baroque;Dutch;painter;Leiden
913;CORNACCHINI, Agostino;Baroque;Italian;sculptor;Rome
1625;GRIGORESCU, Nicolae;Realism;Other;painter;
2979;PITTONI, Giambattista;Baroque;Italian;painter;Venice
3762;TROPININ, Vasily Andreyevich;Romanticism;Russian;painter;Moscow
2253;MALLET, Jean-Baptiste;Rococo;French;painter;
2585;MEYNIER, Charles;Neoclassicism;French;painter;Paris
166;BAGLIONE, Cesare;Mannerism;Italian;painter;
2386;MARTIN, Jean-Baptiste;Baroque;French;painter;Paris
2339;MANNO DI BANDINO;Medieval;Italian;goldsmith;Bologna
1661;GUGLIELMO VENEZIANO;Medieval;Italian;painter;Venice
3124;REEKERS, Hendrik;Romanticism;Dutch;painter;Haarlem
3373;SARRI, Egisto;Realism;Italian;painter;Florence
3723;TOMMASO DA MODENA;Medieval;Italian;painter;Modena
3514;SMITH, George;Baroque;English;painter;Chichester
1212;ESQUIVEL Y SUÁREZ DE URBINA, Antonio Maria;Neoclassicism;Spanish;painter;
723;CASSANA, Giovanni Agostino;Baroque;Italian;painter;
795;CHASSÉRIAU, Théodore;Romanticism;French;painter;
3359;SANSOVINO, Andrea;High Renaissance;Italian;sculptor;
697;CARNICERO Y MANCIO, Antonio;Rococo;Spanish;painter;Madrid
590;BOUTON, Charles-Marie;Neoclassicism;French;painter;Paris
2419;MASTER MATEO;Medieval;Spanish;sculptor;
827;CIVITALE, Matteo;Early Renaissance;Italian;sculptor;
1392;FROMENTIN, Eugène;Realism;French;painter;
674;CAPELLI, Camillo di;Mannerism;Italian;painter;Mantua
2546;MEI, Bernardino;Baroque;Italian;painter;Rome
854;CLOUET, Jean;Northern Renaissance;French;painter;
551;BORTOLONI, Mattia;Baroque;Italian;painter;
320;BASTIEN-LEPAGE, Jules;Realism;French;painter;Paris
1924;KLODT, Mikhail Konstantinovich;Realism;Russian;painter;St. Petersburg
86;ANGELO DI NALDUCCIO;Medieval;Italian;sculptor;Siena
1753;HOLBEIN, Hans the Elder;Northern Renaissance;German;painter;
566;BOTTALLA, Giovanni Maria;Baroque;Italian;painter;
174;BALDOVINETTI, Alessio;Early Renaissance;Italian;painter;Florence
4121;ZANINO DI PIETRO;Early Renaissance;Italian;painter;Venice
1365;FRANCHOYS, Pieter;Baroque;Flemish;painter;Mechelen
3112;RAVESTEYN, Dirck de Quade van;Mannerism;Flemish;painter;
1199;ENGEBRECHTSZ., Cornelis;Northern Renaissance;Netherlandish;painter;Leiden
2366;MARIS, Jacobus Hendricus;Realism;Dutch;painter;The Hague
1243;FANCELLI, Luca;Early Renaissance;Italian;architect;Florence
2966;PINTURICCHIO;Early Renaissance;Italian;painter;
1718;HERREYNS, Willem;Rococo;Flemish;painter;Antwerp
644;CAMPI, Antonio;Mannerism;Italian;painter;Cremona
3094;RAGUENEAU, Abraham;Baroque;French;painter;
3985;VOGLER, Paul;Impressionism;French;painter;Paris
705;CARPEAUX, Jean-Baptiste;Romanticism;French;sculptor;
937;COSWAY, Richard;Rococo;English;miniaturist;
1348;FRANCÉS, Nicolás;Early Renaissance;Spanish;painter;León
3958;VINCKBOONS, David;Baroque;Flemish;painter;Amsterdam
873;COLLINO, Filippo;Baroque;Italian;sculptor;Turin
3587;STOM, Antonio;Baroque;Italian;painter;Venice
3961;VINNE, Vincent I Laurensz. van der;Baroque;Dutch;painter;Haarlem
3618;SUBLEYRAS, Pierre;Baroque;French;painter;
1282;FERRI, Ciro;Baroque;Italian;painter;Rome
3091;RAFFET, Auguste;Neoclassicism;French;painter;
3546;SPAENDONCK, Cornelis van;Rococo;Dutch;painter;Paris
1757;HOLSTEYN, Cornelis;Baroque;Dutch;painter;Amsterdam
2145;LLANOS VALDÉS, Sebastián de;Baroque;Spanish;painter;Seville
995;DADDI, Bernardo;Medieval;Italian;painter;Florence
1400;FUMIANI, Giovanni Antonio;Baroque;Italian;painter;Venice
1910;KEY, Willem;Mannerism;Flemish;painter;Antwerp
2931;PICHORE, Jean;High Renaissance;French;illuminator;Paris
2125;LINGELBACH, Johannes;Baroque;Dutch;painter;
2826;PANKIEWICZ, Józef;Impressionism;Polish;painter;
3451;SEGHERS, Hercules;Baroque;Dutch;painter;Amsterdam
1248;FARGUE, Paulus Constantijn La;Rococo;Dutch;painter;The Hague
1851;JANSSENS, Victor Honoré;Baroque;Flemish;painter;Brussels
1130;DROLLING, Martin;Baroque;French;painter;Paris
235;BRUEGEL, Pieter the Elder;Northern Renaissance;Flemish;painter;
1520;GIORGIONE;Early Renaissance;Italian;painter;Venice
4086;WITTEL, Caspar Andriaans van;Baroque;Dutch;painter;Rome
924;CORREGGIO;High Renaissance;Italian;painter;Parma
3688;THORVALDSEN, Bertel;Neoclassicism;Danish;sculptor;
3952;VIGNON, Victor Alfred Paul;Impressionism;French;painter;
773;CERRINI, Giovanni Domenico;Baroque;Italian;painter;
4079;WIMAR, Carl;Realism;American;painter;St Louis
1816;ITTENBACH, Franz;Realism;german;painter;
699;CARO, Baldassare de;Baroque;Italian;painter;Naples
2443;MASTER of Mary of Burgundy;Northern Renaissance;Flemish;illuminator;Ghent
3685;THOMAS, Gabriel-Jules;Romanticism;French;sculptor;Paris
2285;MORE, Jacob;Rococo;Scottish;painter;Rome
2260;MONALDI, Paolo;Rococo;Italian;painter;Rome
3707;TISCHBEIN, Johann Friedrich August;Neoclassicism;German;painter;Leipzig
40;ALEKSANDROVIÆ, Ljubomir;Romanticism;Other;painter;
3658;TELEPY, Károly;Romanticism;Hungarian;painter;
4139;ZORN, Anders;Impressionism;Swedish;painter;
2015;LASTMAN, Pieter Pietersz.;Baroque;Dutch;painter;Amsterdam
1361;FRANCESCO DI GIORGIO MARTINI;Early Renaissance;Italian;painter;Siena
2177;LÓPEZ Y PORTAÑA, Vicente;Romanticism;Spanish;painter;
1617;GREUZE, Jean-Baptiste;Rococo;French;painter;Paris
3438;SCIORINA, Lorenzo dello;Mannerism;Italian;painter;Florence
2709;NIEULANDT, Adriaen van, the Younger;Baroque;Flemish;painter;Antwerp
2601;MIEL, Jan;Baroque;Flemish;painter;Rome
677;CAPPELLA, Francesco;Baroque;Italian;painter;Bergamo
675;CAPET, Marie-Gabrielle;Neoclassicism;French;painter;Paris
1983;LAEMEN, Christoffel Jacobsz van der;Baroque;Flemish;painter;Antwerp
1566;GOBERT, Pierre;Baroque;French;painter;Paris
1864;JONES, Inigo;Baroque;English;architect;London
3652;TASSAERT, Jean-Pierre-Antoine;Rococo;Flemish;sculptor;
3465;SERRA, Pedro;Medieval;Catalan;painter;Catalonia
3115;RAVIER, Auguste;Realism;French;painter;
3770;TRÜBNER, Wilhelm;Impressionism;German;painter;
2608;MIGLIARA, Giovanni;Romanticism;Italian;painter;Milan
2353;MARCONI, Rocco;High Renaissance;Italian;painter;Venice
1428;GAMBARA, Lattanzio;Mannerism;Italian;painter;Brescia
4103;WUTKY, Michael;Rococo;Austrian;painter;
1978;LA TOUR, Georges de;Baroque;French;painter;
1176;DUYNEN, Isaac van;Baroque;Dutch;painter;The Hague
1468;GENNARI, Cesare;Baroque;Italian;painter;Bologna
2986;POCOCK, Nicholas;Rococo;English;painter;
3814;UNKNOWN MASTERS, Hungarian;Northern Renaissance;Hungarian;painter;
2968;PIOLA, Paolo Gerolamo;Baroque;Italian;painter;Genoa
1207;ERRI, Bartolomeo degli;Early Renaissance;Italian;painter;Modena
4114;ZAGANELLI, Bernardino di Bosio;Early Renaissance;Italian;painter;
3151;REYMERSWAELE, Marinus van;Mannerism;Flemish;painter;
2611;MIGNON, Abraham;Baroque;German;painter;Frankfurt
834;CLAEUW, Jacques de;Baroque;Dutch;painter;
1628;GRIMMER, Abel;Mannerism;Flemish;painter;Antwerp
3780;TURPIN DE CRISSÉ, Lancelot-Théodore;Neoclassicism;French;painter;Paris
749;CAVALLI, Gian Marco;Early Renaissance;Italian;sculptor;
3409;SCHIAVONE, Andrea;Mannerism;Italian;painter;Venice
3250;ROSI, Alessandro;Baroque;Italian;painter;Florence
387;BENOIST, Marie-Guillemine;Romanticism;French;painter;Paris
2992;POGGINI, Domenico;Mannerism;Italian;sculptor;
1312;FLORIS, Frans;Mannerism;Flemish;painter;Antwerp
2924;PIAZZA DA LODI, Callisto;High Renaissance;Italian;painter;Lombardy
730;CASTELLI, Bernardino;Rococo;Italian;painter;Venice
68;ANCHER, Anna Kirstine;Impressionism;Danish;painter;Skagen
710;CARRACCI, Antonio;Baroque;Italian;painter;Bologna
2536;MAZZOLINO, Ludovico;High Renaissance;Italian;painter;Ferrara
90;ANGRAND, Charles;Impressionism;French;painter;
3945;VIEIRA, Jacinto;Baroque;Portuguese;sculptor;
1110;DONATELLO;Early Renaissance;Italian;sculptor;
903;COOPER, Thomas Sidney;Romanticism;English;painter;London
3270;ROTA, Martino;Mannerism;Other;painter;Vienna
3954;VILADOMAT Y MANALT, Antonio;Baroque;Spanish;painter;Barcelona
1349;FRANCESCHI, Jules;Realism;French;sculptor;
1615;GREGORIUS, Albert;Neoclassicism;Belgian;painter;
2141;LISIEWSKA, Anna Rosina;Rococo;German;painter;
627;CALIARI, Carlo;Mannerism;Italian;painter;Venice
1999;LANDINI, Taddeo;Mannerism;Italian;sculptor;
1097;DO, Giovanni;Baroque;Spanish;painter;Naples
3842;VALCKENBORCH, Lucas van;Mannerism;Flemish;painter;
3428;SCHOUMAN, Aert;Baroque;Dutch;painter;
3073;QUADAL, Martin Ferdinand;Rococo;Other;painter;
1712;HENSTENBURGH, Herman;Baroque;Dutch;painter;Hoorn
1686;HAYTER, George;Romanticism;English;painter;London
3607;STRIJ, Jacob van;Baroque;Dutch;painter;Dordrecht
3619;SULLY, Thomas;Romanticism;American;painter;
2683;NEGROLI, Filippo;High Renaissance;Italian;sculptor;Milan
1401;FUNGAI, Bernardino;Early Renaissance;Italian;painter;Siena
2510;MATES, Joan;Medieval;Catalan;painter;
1091;DILLENS, Julien;Realism;Belgian;sculptor;
2155;LOMBARDI, Giovanni Domenico;Baroque;Italian;painter;Lucca
1353;FRANCESCO DA MILANO;Medieval;Italian;goldsmith;Dalmatia
1182;EBERLEIN, Johann Friedrich;Rococo;German;sculptor;Meissen
1622;GRIGI, Giovanni Giacomo de';Mannerism;Italian;architect;Venice
2144;LIXIGNOLO, Jacopo;Early Renaissance;Italian;sculptor;
774;CERUTI, Giacomo;Baroque;Italian;painter;Lombardy
1247;FARGUE, Jacob Elias La;Rococo;Dutch;painter;The Hague
893;CONSTANTINI, Ermenegildo;Rococo;Italian;painter;
1883;JUEL, Jens Jørgensen;Rococo;Danish;painter;
2455;MASTER of the Aix Annunciation;Northern Renaissance;French;painter;
2755;OLIVIER, Ferdinand;Romanticism;German;painter;
225;BROMPTON, Richard;Rococo;English;painter;
3420;SCHÖNBERGER, Lorenz Adolf;Rococo;Austrian;painter;
882;COMIN, Giovanni;Baroque;Italian;sculptor;
59;ALTOMONTE, Bartolomeo;Baroque;Austrian;painter;
952;COURTONNE, Jean-Baptiste, the Younger;Rococo;French;architect;
936;COSTER, Jan;Northern Renaissance;Netherlandish;goldsmith;Amsterdam
2344;MANUEL, Niklaus;Northern Renaissance;Swiss;painter;Bern
830;CLAESZ., Anthony II;Baroque;Dutch;painter;Amsterdam
3350;SANDRART, Joachim von;Baroque;German;painter;
3516;SNIJERS, Peter;Baroque;Flemish;painter;Antwerp
3969;VITALE DA BOLOGNA;Medieval;Italian;painter;Bologna
1495;GIAMBOLOGNA;Mannerism;Italian;sculptor;
1868;JONGHELINCK, Jacques;Mannerism;Flemish;sculptor;
3401;SCHARF, George;Romanticism;German;painter;London
370;BELLINI, Leonardo;Early Renaissance;Italian;illuminator;Venice
3750;TRAVI, Antonio;Baroque;Italian;painter;Liguria
1390;FROMANTIOU, Hendrick de;Baroque;Dutch;painter;
270;BURLAMACCHI, Eufrasia;Early Renaissance;Italian;illuminator;Lucca
3138;REIXACH, Juan;Early Renaissance;Spanish;painter;Valencia
31;ALBA, Macrino d';Early Renaissance;Italian;painter;Alba
911;CORINTH, Lovis;Impressionism;German;painter;
1304;FLAMENG, François;Realism;French;painter;Paris
2703;NICCOLÒ DI TOMMASO;Medieval;Italian;painter;
3929;VERSTRAELEN, Anthonie;Baroque;Dutch;painter;Amsterdam
620;CAILLEBOTTE, Gustave;Impressionism;French;painter;Paris
2833;PAOLO ROMANO;Early Renaissance;Italian;sculptor;Rome
1311;FLORIS, Cornelis;Mannerism;Flemish;sculptor;Antwerp
3781;TUXEN, Laurits Regner;Realism;Danish;painter;
3199;ROBBIA, Francesco della;High Renaissance;Italian;sculptor;
3406;SCHEFFER, Ary;Romanticism;Dutch;painter;
11;ADAM, Albrecht;Romanticism;German;painter;Munich
4041;WEISGERBER, Albert;Impressionism;German;painter;Munich
3790;UHDE, Fritz van;Impressionism;German;painter;
1215;ETEX, Antoine;Romanticism;French;sculptor;
3797;UNKNOWN MASTERS, Bohemian;Medieval;Bohemian;painter;Prague
823;CIRCIGNANI, Niccolò;Mannerism;Italian;painter;Rome
2738;NUVOLONE, Panfilo;Mannerism;Italian;painter;Milan
1877;JOSEPH, Samuel;Baroque;English;sculptor;
2331;MANCINI, Francesco;Baroque;Italian;painter;
1523;GIOVANETTI, Matteo;Medieval;Italian;painter;Avignon
4040;WEIR, Julian Alden;Impressionism;American;painter;
2493;MASTER of the Pfullendorf Altar;Northern Renaissance;German;painter;
2100;LEYDEN, Lucas van;Northern Renaissance;Netherlandish;painter;Leiden
836;CLAUDEL, Camille;Impressionism;French;sculptor;Paris
4078;WILTON, Joseph;Baroque;English;sculptor;
2132;LIPPARINI, Ludovico;Romanticism;Italian;painter;Venice
3862;VAROTARI, Chiara;Baroque;Italian;painter;Venice
3531;SOLIMENA, Francesco;Baroque;Italian;painter;Naples
1833;JACOPO DA VALENZA;Early Renaissance;Italian;painter;Veneto
864;COESERMANS, Johannes;Baroque;Dutch;painter;Delft
3443;SCROTS, Guillaume;Northern Renaissance;Flemish;painter;England
191;BRAMER, Leonaert;Baroque;Dutch;painter;Delft
3160;RICCI, Marco;Baroque;Italian;painter;Venice
1775;HOUASSE, Michel-Ange;Rococo;French;painter;
