Id_slikarja;Ime;Narodnost;Obdobje
4015;TADOLINI, Scipione;Italian;1851-1900
717;CAPANNA, Puccio;Italian;1301-1350
1362;FAVRETTO, Giacomo;Italian;1851-1900
2262;LE PAUTRE, Jean;French;1651-1700
2118;KERRICX, Willem Ignatius;Flemish;1701-1750
2562;MARTINO DA MODENA;Italian;1451-1500
2345;LIEBERMANN, Max;German;1851-1900
1320;ESPINOSA, Juan de;Spanish;1601-1650
2764;METSU, Gabriel;Dutch;1651-1700
397;BILIVERT, Jacopo;Dutch;1551-1600
2166;KOLBE, Carl Wilhelm;German;1801-1850
2647;MASTER of the Hartford Still-life;Italian;1601-1650
1750;GRASSI, Józef;Austrian;1751-1800
1121;DE CORTE, Josse;Flemish;1651-1700
2153;KNYFF, Jacob;Dutch;1651-1700
2347;LIEFERINXE, Josse;French;1451-1500
3986;STRÖHLING, Eduard;German;1801-1850
2295;LEMMEN, Georges;Belgian;1851-1900
1872;HAUDEBOURT-LESCOT, Hortense;French;1801-1850
2781;MICHELE PANNONIO;Hungarian;1401-1450
2211;LALLEMAND, Jean-Baptiste;French;1701-1750
2695;MATTHIEU, Georg David;German;1751-1800
483;BOONEN, Arnold;Dutch;1701-1750
2399;LOO, César van;French;1751-1800
3391;QUELLINUS, Jan-Erasmus;Flemish;1651-1700
891;CLAUS, Emile;Belgian;1851-1900
2304;LENBACH, Franz von;German;1851-1900
550;BOYVIN, René;French;1551-1600
3517;RIPPL-RÓNAI, József;Hungarian;1851-1900
4265;VALCKENBORCH, Gillis van;Flemish;1601-1650
1101;DANIELE da Volterra;Italian;1501-1550
2682;MASTER PAUL of L?cse;Hungarian;1501-1550
4486;WEISSENBRUCH, Jan Hendrik;Dutch;1851-1900
2794;MIGLIARA, Giovanni;Italian;1801-1850
3365;PRUCKENDORFER, Hans;German;1501-1550
2377;LISS, Johann;German;1601-1650
203;BARABÁS, Miklós;Hungarian;1801-1850
3357;PRIMATICCIO, Francesco;Italian;1501-1550
159;AVELLI, Francesco Xanto;Italian;1501-1550
2658;MASTER of the Legend of Saint Ursula (II);German;1451-1500
843;CHARPENTIER, Jean-Baptiste the Elder;French;1751-1800
2319;LEPRINCE, Auguste-Xavier;French;1801-1850
3955;STIMMER, Tobias;Swiss;1551-1600
3763;SCHEEMAEKERS, Petrus the Elder;Flemish;1651-1700
4069;THULDEN, Theodor van;Flemish;1601-1650
2537;MARIS, Willem;Dutch;1851-1900
1010;COURTEYS, Pierre;French;1551-1600
1363;FAYDHERBE, Luc;Flemish;1651-1700
204;BARATTA, Giovanni di Isidoro;Italian;1701-1750
320;BENEDETTO DA ROVEZZANO;Italian;1501-1550
1019;COUSTOU, Guillaume II;French;1751-1800
2591;MASTER M S;Hungarian;1501-1550
435;BOCCACCINO, Camillo;Italian;1501-1550
1273;DURAND-BRAGER, Jean Baptiste Henri;French;1851-1900
3580;ROMANESQUE SCULPTOR, Spanish;Spanish;1051-1100
2131;KICK, Simon;Dutch;1601-1650
1139;DELEN, Dirck van;Dutch;1601-1650
1716;GOTHIC GLASS PAINTER, Austrian;Austrian;1301-1350
2830;MINIATURIST, Spanish;Spanish;1051-1100
2950;NANTEUIL, Robert;French;1651-1700
4453;VUCHT, Jan van;Dutch;1601-1650
633;BUGLIONI, Santi;Italian;1501-1550
4242;UNKNOWN WEAVER, English;English;1051-1100
2084;JONSON VAN CEULEN, Cornelius the Younger;Dutch;1651-1700
1467;FRANCESCO DAL PRATO;Italian;1501-1550
2335;LEYS, Henri;Belgian;1851-1900
2147;KNIP, Henriëtte Geertruida;Dutch;1801-1850
145;ASSTEYN, Bartholomeus;Dutch;1601-1650
626;BRUYNE, Gabriel van den;Flemish;1501-1550
102;ANSALDO, Giovanni Andrea;Italian;1601-1650
2516;MARCANOVA, Giovanni;Italian;1401-1450
2768;MEULENER, Pieter;Flemish;1601-1650
2391;LOMBARDO, Antonio;Italian;1501-1550
453;BOLDRINI, Niccol?;Italian;1501-1550
2300;LEMOYNE, François;French;1701-1750
4140;TRISTÁN DE ESCAMILLA, Luis;Spanish;1601-1650
3756;SCHALL, Jean-Frédéric;French;1751-1800
138;ASHFORD, William;Irish;1751-1800
2464;MAELLA, Mariano Salvador de;Spanish;1751-1800
4451;VROOM, Cornelis Hendricksz. the Younger;Dutch;1601-1650
1393;FESSARD, Etienne;French;1751-1800
1594;GENTILESCHI, Orazio;Italian;1551-1600
1621;GIAMBONO, Michele;Italian;1401-1450
4141;TROGER, Paul;Austrian;1701-1750
3685;SALINI, Tommaso;Italian;1601-1650
2334;LEYGEBE, Paul Carl;German;1701-1750
2604;MASTER of Bigallo;Italian;1201-1250
640;BUONTALENTI, Bernardo;Italian;1551-1600
3087;OVERBEKE, Adriaen van;Flemish;1501-1550
2676;MASTER of the Tegernsee Passion;German;1401-1450
3260;PILGRAM, Anton;Austrian;1501-1550
2025;IVÁNYI GRÜNWALD, Béla;Hungarian;1851-1900
458;BOLSWERT, Schelte Adamsz.;Flemish;1601-1650
1050;CRETI, Donato;Italian;1701-1750
3772;SCHILLEMANS, François;Dutch;1601-1650
2171;KONRAD von Soest;German;1401-1450
4333;VERHAECHT, Tobias;Flemish;1601-1650
4034;TAUNAY, Nicolas Antoine;French;1751-1800
849;CHAUVEAU, François;French;1651-1700
963;COORTE, Adriaen;Dutch;1651-1700
2615;MASTER of Hoogstraeten;Flemish;1501-1550
381;BEYEREN, Abraham van;Dutch;1651-1700
4409;VITI, Timoteo;Italian;1501-1550
2935;MURA, Francesco de;Italian;1701-1750
3526;ROBBIA, Luca della;Italian;1451-1500
1126;DECKER, Coenraet;Dutch;1651-1700
2868;MONI, Louis de;Dutch;1701-1750
3429;RAVESTEYN, Dirck de Quade van;Flemish;1601-1650
4608;ZURBARÁN, Francisco de;Spanish;1601-1650
4450;VRIES, Roelof van;Dutch;1651-1700
2163;KOEKKOEK, Barend Cornelis;Dutch;1801-1850
389;BICCI, Lorenzo di;Italian;1401-1450
3279;PISANO, Nicola;Italian;1251-1300
1562;GAROLA, Pietro Francesco;Italian;1651-1700
2825;MINIATURIST, Hungarian;Hungarian;1201-1250
4384;VILLAMENA, Francesco;Italian;1601-1650
490;BORGO?A, Juan de;Spanish;1501-1550
93;ANGELUCCIO;Italian;1601-1650
2489;MÄLESSKIRCHER, Gabriel;German;1451-1500
492;BORRANI, Odoardo;Italian;1851-1900
770;CASINI, Valore;Italian;1601-1650
2408;LOOS, Friedrich;Austrian;1801-1850
3964;STORCK, Abraham;Dutch;1651-1700
494;BORRASSA, Lluis;Spanish;1401-1450
1731;GOUJON, Jean;French;1501-1550
4063;THIVAERT, Daniel Janszoon;Dutch;1601-1650
3022;NÚ?EZ DE VILLAVICENCIO, Pedro;Spanish;1651-1700
1184;DILLENS, Adolphe-Alexandre;Belgian;1851-1900
743;CARNICERO Y MANCIO, Antonio;Spanish;1751-1800
2549;MARREL, Jacob;German;1651-1700
434;BOCCACCINO, Boccaccio;Italian;1451-1500
4356;VERSTRAELEN, Anthonie;Dutch;1601-1650
3226;PIAZZA DA LODI, Martino;Italian;1501-1550
4239;UNKNOWN POTTER, Italian;Italian;1401-1450
3450;REINAGLE, Philip;English;1751-1800
1755;GREBBER, Pieter de;Dutch;1601-1650
215;BARNABA DA MODENA;Italian;1351-1400
4167;UGO DA CARPI;Italian;1501-1550
290;BEINASCHI, Giovan Battista;Italian;1651-1700
1400;FIDANI, Orazio;Italian;1601-1650
4125;TÖPFFER, Adam-Wolfgang;Swiss;1801-1850
1531;GAL'BERG, Samuil Ivanovich;Other;1801-1850
1619;GHISSI, Francescuccio;Italian;1351-1400
353;BERNARD D'AGESCI;French;1751-1800
3674;SAFTLEVEN, Herman;Dutch;1601-1650
1081;DAHL, Michael;Swedish;1701-1750
2923;MOUCHERON, Frederick de;Dutch;1651-1700
4017;TALENTI, Simone;Italian;1351-1400
4397;VISCHER, Peter the Younger;German;1501-1550
3731;SARTORIUS, Francis I;English;1751-1800
1026;COXCIE, Raphael;Flemish;1551-1600
1302;ELSÄSSER, Sigmund;Austrian;1551-1600
3876;SLODTZ, Paul-Ambroise;French;1701-1750
3390;QUELLINUS, Erasmus II;Flemish;1601-1650
4235;UNKNOWN POTTER, Dutch;Dutch;1651-1700
1640;GIMENO ARASA, Francisco;Catalan;1851-1900
2996;NICOLAS OF VERDUN;French;1151-1200
3932;STANCHI, Giovanni;Italian;1601-1650
3564;ROMANESQUE GLASS PAINTER, German;German;1101-1150
2583;MASTER Bertram;German;1351-1400
3718;SANTACROCE, Girolamo da;Italian;1501-1550
926;COLE, Thomas;American;1801-1850
1431;FOHR, Carl Philipp;German;1801-1850
901;CLEVELEY, John the Elder;English;1701-1750
2486;MAKOVSKY, Konstantin Yegorovich;Russian;1851-1900
164;BABOCCIO DA PIPERNO, Antonio;Italian;1401-1450
1723;GOTHIC SCULPTOR, English;English;1201-1250
339;BERCKHEYDE, Job Adriaensz;Dutch;1651-1700
2567;MARZAL DE SAX, Andrés;Spanish;1401-1450
3783;SCHOPIN, Frédéric-Henri;German;1801-1850
2243;LAUNAY, Nicolas de;French;1751-1800
46;ALINCBROT, Louis;Flemish;1401-1450
2648;MASTER of the Holy Blood;Flemish;1501-1550
3989;STUCK, Franz von;German;1851-1900
1639;GILPIN, William Sawrey;English;1801-1850
4361;VERWILT, François;Dutch;1651-1700
1807;GUÉRIN, Paulin-Jean-Baptiste;French;1801-1850
2389;LOMBARDI, Alfonso;Italian;1501-1550
774;CASSIOLI, Amos;Italian;1851-1900
2536;MARIS, Matthijs;Dutch;1851-1900
1590;GENNARI, Benedetto II;Italian;1651-1700
1420;FLÉMAL, Bertholet;Flemish;1651-1700
3340;POUSSIN, Nicolas;French;1601-1650
2306;LENS, Andries Cornelis;Flemish;1751-1800
72;ANCHER, Anna Kirstine;Danish;1851-1900
1956;HOLLAR, Wenceslaus;Bohemian;1601-1650
3487;RICHET, Léon;French;1851-1900
1947;HOFFMANN, Hans;German;1551-1600
3640;RUNK, Ferdinand;German;1801-1850
4424;VOILLE, Jean Louis;French;1751-1800
4505;WIERINGA, Willems Harmen;Dutch;1601-1650
1927;HICKEY, Thomas;Irish;1751-1800
683;CALIARI, Benedetto;Italian;1551-1600
294;BELIN DE FONTENAY, Jean-Baptiste;French;1651-1700
3004;NOËL, Alexandre-Jean;French;1801-1850
1155;DEODATO DI ORLANDI;Italian;1251-1300
870;CIMABUE;Italian;1251-1300
4219;UNKNOWN MASTER, Danish;Danish;1101-1150
1451;FOSCHI, Pierfrancesco di Jacopo;Italian;1501-1550
669;CADES, Giuseppe;Italian;1751-1800
1484;FRANCKEN, Hieronymus, I;Flemish;1551-1600
1974;HOREMANS, Jan Jozef I;Flemish;1701-1750
2156;KOBELL, Jan I;Dutch;1751-1800
400;BINGHAM, George Caleb;American;1801-1850
1765;GREUZE, Jean-Baptiste;French;1751-1800
4604;ZUCCHI, Jacopo;Italian;1551-1600
4210;UNKNOWN GOLDSMITH, Spanish;Spanish;1001-1050
3978;STRIJ, Abraham van, I;Dutch;1751-1800
3222;PIAMONTINI, Giuseppe;Italian;1651-1700
1074;CUYP, Jacob Gerritsz.;Dutch;1601-1650
4418;VLIET, Jan Joris van;Dutch;1601-1650
746;CAROLUS-DURAN;French;1851-1900
3309;POLLET, Joseph-Michel-Ange;Italian;1801-1850
1146;DELOYE, Gustave;French;1851-1900
1378;FERNÁNDEZ, Pedro;Spanish;1501-1550
4016;TALENTI, Francesco;Italian;1301-1350
4520;WILLEMS, Florent Joseph Marie;Belgian;1851-1900
4331;VERESHCHAGIN, Vasily Petrovich;Russian;1851-1900
2045;JACOPO del SELLAIO;Italian;1451-1500
2858;MOLITOR, Bernard;French;1751-1800
3304;POLIDORO DA CARAVAGGIO;Italian;1501-1550
3624;ROUSSEAU, Henri;French;1851-1900
1849;HALS, Harmen;Dutch;1601-1650
955;CONTIN, Antonio;Italian;1601-1650
2955;NASMYTH, Patrick;Scottish;1801-1850
951;CONSTANTINI, Ermenegildo;Italian;1751-1800
2580;MASTELLETTA;Italian;1601-1650
0;AACHEN, Hans von;German;1601-1650
3601;ROSSELLI, Bernardo di Stefano;Italian;1451-1500
415;BLEKER, Dirck Gerritsz;Dutch;1651-1700
405;BISSCHOP, Abraham;Dutch;1701-1750
988;CORTESE, Cristoforo;Italian;1401-1450
256;BAURSCHEIT, Jan Peter van, the Elder;Flemish;1701-1750
4028;TARSIA, Antonio;Italian;1701-1750
3930;STALBEMT, Adriaan van;Flemish;1601-1650
1573;GAUDREAUS, Antoine-Robert;French;1701-1750
1055;CRIVELLI, Taddeo;Italian;1451-1500
118;ANTONIO VENEZIANO;Italian;1351-1400
2533;MARIO DEI FIORI;Italian;1601-1650
4287;VAROTARI, Chiara;Italian;1601-1650
4137;TRICHT, Arnt van;Netherlandish;1501-1550
1760;GREGORIO DI CECCO;Italian;1401-1450
2974;NEROCCIO DE' LANDI;Italian;1451-1500
4209;UNKNOWN GOLDSMITH, Russian;Russian;1801-1850
3796;SCHUT, Cornelis I;Flemish;1601-1650
137;ASCH, Pieter Jansz. van;Dutch;1601-1650
2051;JACQUET, Mathieu;French;1551-1600
4380;VIGNON, Claude;French;1601-1650
829;CÉZANNE, Paul;French;1851-1900
2900;MORET, Henry;French;1851-1900
2337;LEYTENS, Gysbrecht;Flemish;1601-1650
1481;FRANCKEN, Frans I;Flemish;1551-1600
628;BRYULLOV, Karl Pavlovich;Russian;1801-1850
1428;FOGELBERG, Bengt Erland;Swedish;1801-1850
2789;MIERIS, Frans van, the Elder;Dutch;1651-1700
1223;DOUVEN, Frans Bartholomeus;German;1701-1750
622;BRUSSEL, Paul Theodor van;Dutch;1751-1800
3071;OS, Jan van;Dutch;1751-1800
3438;RECCO, Giuseppe;Italian;1651-1700
3203;PERUGINO, Pietro;Italian;1451-1500
2425;LORENZO Monaco;Italian;1401-1450
1472;FRANCESCO DI GABRIELE DA VITERBO;Italian;1451-1500
686;CALLOIGNE, Jan Robert;Flemish;1801-1850
4233;UNKNOWN MASTER, Swiss;Swiss;1101-1150
3761;SCHEDEL, Hartmann;German;1451-1500
107;ANTICO;Italian;1451-1500
3951;STERN, Ludovico;Italian;1701-1750
1591;GENNARI, Cesare;Italian;1651-1700
1498;FRIEDRICH, Caspar David;German;1801-1850
2892;MORE, Jacob;Scottish;1751-1800
3787;SCHÖDLBERGER, Johann Nepomuk;Austrian;1801-1850
4200;UNKNOWN GOLDSMITH, Dutch;Dutch;1651-1700
3532;ROBERTS, Piercy;English;1801-1850
1225;DOUVERMAN, Hendrick;Netherlandish;1501-1550
4270;VALDÉS LEAL, Juan de;Spanish;1651-1700
2221;LANDI, Gaspare;Italian;1801-1850
2341;LIBERALE, Giorgio;Italian;1551-1600
797;CAVALIERI, Giovanni Battista de';Italian;1551-1600
554;BRACCI, Pietro;Italian;1701-1750
3476;RIBALTA, Francisco;Spanish;1601-1650
1834;HAEN, David de;Dutch;1601-1650
2312;LEONI, Leone;Italian;1551-1600
493;BORRÁS, Fray Nicolás;Spanish;1551-1600
2919;MOSNIER, Jean-Laurent;French;1751-1800
2907;MORLAND, George;English;1751-1800
127;ARELLANO, Juan de;Spanish;1601-1650
4060;THIENEN, Renier van;Flemish;1451-1500
3862;SIMONE MARTINI;Italian;1301-1350
942;COMMODI, Andrea;Italian;1601-1650
2342;LIBERI, Marco;Italian;1651-1700
160;AVERCAMP, Barend;Dutch;1651-1700
119;ANTROPOV, Aleksey Petrovich;Russian;1751-1800
2629;MASTER of the Acquavella Still-Life;Italian;1601-1650
1684;GIROLAMO DI GIOVANNI DA CAMERINO;Italian;1451-1500
710;CANALETTO;Italian;1701-1750
3785;SCHOUBROECK, Pieter;Flemish;1551-1600
1332;EYCK, Gaspard van;Flemish;1651-1700
4047;TERILLI, Francesco;Italian;1601-1650
1285;DYCK, Sir Anthony van;Flemish;1601-1650
1751;GRASSI, Nicola;Italian;1701-1750
3170;PEETERS, Clara;Flemish;1601-1650
383;BEZZUOLI, Giuseppe;Italian;1801-1850
2106;KAUFFMANN, Angelica;Swiss;1751-1800
2074;JOHANSEN, Viggo;Danish;1851-1900
3974;STREECK, Juriaen van;Dutch;1651-1700
1539;GALLE, Theodor;Flemish;1601-1650
1549;GAMBELLO, Vittore;Italian;1451-1500
4090;TISCHBEIN, Johann Heinrich the Younger;German;1751-1800
2251;LAUTIZIO DI MEO DE ROTELLI;Italian;1501-1550
1823;GUTIÉRREZ, Juan Simón;Spanish;1651-1700
4534;WITMONT, Heerman;Dutch;1601-1650
1298;EGMONT, Justus van;Flemish;1601-1650
1596;GÉRARD, François;French;1801-1850
2520;MARCHIORI, Giovanni;Italian;1701-1750
1742;GRAMATICA, Antiveduto;Italian;1601-1650
2204;LAER, Pieter van;Dutch;1601-1650
921;COENE, Jacques;Flemish;1351-1400
2132;KICKLINGER, Clement;German;1551-1600
497;BORSOS, József;Hungarian;1851-1900
3213;PETITOT, Ennemond-Alexandre;French;1751-1800
3211;PETERZANO, Simone;Italian;1551-1600
547;BOUZONNET-STELLA, Claudine;French;1651-1700
1922;HEUSSEN, Claes van;Dutch;1601-1650
2673;MASTER of the St. Bartholomew Altar;German;1451-1500
692;CAMASSEI, Andrea;Italian;1601-1650
3437;RECCO, Giovan Battista;Italian;1601-1650
1555;GARCIA, Pere;Catalan;1451-1500
4480;WEENIX, Jan Baptist;Dutch;1601-1650
4237;UNKNOWN POTTER, French;French;1701-1750
3359;PROCACCINI, Carlo Antonio;Italian;1551-1600
3547;ROESTRAETEN, Pieter Gerritsz. van;Dutch;1651-1700
3768;SCHIAFFINO, Francesco Maria;Italian;1701-1750
4292;VASSALLO, Antonio Maria;Italian;1651-1700
3292;POCOCK, Nicholas;English;1751-1800
3665;SABLET, Jacques Henri;Swiss;1751-1800
3910;SPADA, Lionello;Italian;1601-1650
1499;FRIES, Ernst;German;1801-1850
361;BERNINI, Pietro;Italian;1551-1600
1243;DUBOS, Marie-Jeanne Renard;French;1701-1750
4326;VERELST, Maria;Dutch;1701-1750
3273;PIQUER Y DUART, José;Spanish;1801-1850
1814;GUIDO DA SIENA;Italian;1251-1300
950;CONSTANT, Benjamin;French;1851-1900
2928;MULLER, Jan Harmensz.;Dutch;1601-1650
574;BREDAEL, Joseph van;Flemish;1701-1750
3507;RILEY, John;English;1651-1700
1293;EDINGEN VAN AELST, Pieter van;Flemish;1451-1500
3002;NITTIS, Giuseppe de;Italian;1851-1900
1122;DE FABRIS, Emilio;Italian;1851-1900
2978;NEUGEBAUER, Josef;Austrian;1851-1900
4152;TRUTAT, Félix;French;1801-1850
2607;MASTER of Citt? di Castello;Italian;1301-1350
1381;FERRARI, Defendente;Italian;1501-1550
347;BERGLER, Joseph the Elder;Austrian;1751-1800
2880;MONTI, Francesco;Italian;1651-1700
1482;FRANCKEN, Frans II;Flemish;1601-1650
1883;HEEM, David Cornelisz. de;Dutch;1651-1700
1317;ES, Jacob van;Flemish;1601-1650
2257;LE FORT DU PLESSY, Claude;French;1701-1750
1233;DROST, Willem;Dutch;1601-1650
1165;DESUBLEO, Michele;Flemish;1601-1650
1977;HORENBOUT, Lucas;Flemish;1501-1550
4076;TIEPOLO, Giovanni Domenico;Italian;1751-1800
3923;SPINELLI, Giovanni Battista;Italian;1601-1650
1774;GRILL, Anthonie;German;1601-1650
958;COOKE, George;English;1801-1850
148;ASTRUC, Zacharie;French;1851-1900
221;BARRE, Jean-August;French;1801-1850
3720;SANTERRE, Jean-Baptiste;French;1651-1700
3542;ROEHN, Jean-Alphonse;French;1801-1850
2315;LEOPARDI, Alessandro;Italian;1451-1500
3721;SANTI, Giovanni;Italian;1451-1500
409;BLAEU, Willem Janszoon;Dutch;1601-1650
1733;GOURMONT, Jean de;French;1501-1550
2905;MORLAITER, Giovan Maria;Italian;1701-1750
59;ALTISSIMO, Cristofano dell';Italian;1551-1600
4077;TIEPOLO, Lorenzo;Italian;1751-1800
1680;GIROLAMO DA CREMONA;Italian;1451-1500
1600;GÉRICAULT, Théodore;French;1801-1850
3268;PINO, Marco;Italian;1551-1600
3868;SISLEY, Alfred;French;1851-1900
852;CHEERE, Sir Henry;English;1701-1750
3182;PENNACCHI, Pier Maria;Italian;1451-1500
3189;PEREDA, Antonio de;Spanish;1601-1650
3597;ROSI, Alessandro;Italian;1651-1700
4485;WEISS, Bartholomeus Ignaz;German;1751-1800
2402;LOO, Jacob van;Dutch;1651-1700
4342;VERMEER VAN HAARLEM, Jan the Younger;Dutch;1651-1700
2039;JACOPINO DA REGGIO;Italian;1251-1300
844;CHASE, William Merritt;American;1851-1900
1072;CUYP, Aelbert;Dutch;1651-1700
671;CAFFA, Melchiore;Italian;1651-1700
280;BEEST, Sybrand van;Dutch;1651-1700
907;CLOUET, François;French;1551-1600
2518;MARCHESINI, Alessandro;Italian;1701-1750
2325;LETHI?RE, Guillaume;French;1751-1800
3856;SILVESTRE, Israël;French;1651-1700
810;CAZIN, Jean-Charles;French;1851-1900
4113;TORRENTIUS, Johannes;Dutch;1601-1650
3629;ROYEN, Willem Frederik van;Dutch;1651-1700
713;CANOVA, Antonio;Italian;1751-1800
1326;EVENEPOEL, Henri;Belgian;1851-1900
573;BREDAEL, Jan Frans van;Flemish;1701-1750
2621;MASTER of Pratovecchio;Italian;1451-1500
1958;HOLSTEYN, Cornelis;Dutch;1601-1650
382;BEZZI, Giovanni Francesco;Italian;1551-1600
2479;MAINERI, Gian Francesco;Italian;1501-1550
1197;DOMENICHINI, Apollonio;Italian;1751-1800
2798;MIGNOT, Pierre-Philippe;French;1751-1800
3281;PISSARRO, Camille;French;1851-1900
4041;TENGNAGEL, Jan;Dutch;1601-1650
3528;ROBERT, Hubert;French;1751-1800
2305;LENCKHARDT, Adam;German;1601-1650
4398;VISENTINI, Antonio;Italian;1701-1750
3571;ROMANESQUE PAINTER, Italian;Italian;1001-1050
4244;UNKNOWN WEAVER, French;French;1351-1400
1091;DALOU, Jules;French;1851-1900
965;COPPO DI MARCOVALDO;Italian;1251-1300
2146;KNIP, Henriëtte;Dutch;1851-1900
2219;LAMPSONIUS, Dominicus;Flemish;1551-1600
3463;RENI, Guido;Italian;1601-1650
1829;HABERT, François;French;1651-1700
3914;SPAENDONCK, Cornelis van;Dutch;1701-1750
3612;ROSSI, Mariano;Italian;1751-1800
2751;MERCIÉ, Antonin;French;1851-1900
1471;FRANCESCO DI ANTONIO DEL CHIERICO;Italian;1451-1500
4309;VELDE, Jan van de, I;Dutch;1601-1650
765;CARTELLIER, Pierre;French;1801-1850
1897;HEISS, Johann;German;1651-1700
2771;MEYRING, Heinrich;German;1651-1700
58;ALTICHIERO da Zevio;Italian;1351-1400
4556;WYCK, Jan;Dutch;1651-1700
4404;VISSCHER, Maria Tesselschade Roemers;Dutch;1601-1650
3414;RAMBERG, Arthur Georg von;Austrian;1851-1900
4390;VINEA, Francesco;Italian;1851-1900
1051;CRIAERD, Matthieu;French;1701-1750
3377;PULIGO, Domenico;Italian;1501-1550
1084;DALEN, Cornelis van, the Elder;Dutch;1601-1650
841;CHARPENTIER, Alexandre-Louis-Marie;French;1851-1900
2693;MATTEO DI SER CAMBIO;Italian;1451-1500
4314;VELLERT, Dirck Jacobsz.;Netherlandish;1501-1550
1970;HOOGHE, Romeyn de;Dutch;1651-1700
902;CLEVELEY, John the Younger;English;1751-1800
4419;VLIET, Willem van der;Dutch;1601-1650
860;CHURCH, Frederic Edwin;American;1801-1850
456;BOLLONGIER, Hans;Dutch;1601-1650
3019;NOUAILHER, Couly II;French;1501-1550
3999;SUVÉE, Joseph-Benoit;Flemish;1751-1800
4339;VERKOLJE, Johannes I;Dutch;1651-1700
3301;POIRIER, Claude;French;1651-1700
2035;JACOBSZ., Juriaen;Dutch;1651-1700
3398;QUINTIJN, Gillis;Dutch;1601-1650
964;COPLEY, John Singleton;English;1751-1800
962;COORNHERT, Dirck Volkertsz.;Dutch;1551-1600
2530;MARIN, Joseph Charles;French;1751-1800
2505;MANGLARD, Adrien;French;1701-1750
3126;PAOLO DA VISSO;Italian;1451-1500
4368;VIANI, Domenico Maria;Italian;1651-1700
1940;HODGES, William;English;1751-1800
3187;PERANDA, Sante;Italian;1601-1650
2811;MILLAIS, Sir John Everett;English;1851-1900
620;BRUSASORCI, Domenico;Italian;1501-1550
2947;NANNI DI BANCO;Italian;1401-1450
1214;DORFFMEISTER, József;Hungarian;1751-1800
2213;LAMA, Giulia;Italian;1701-1750
3262;PILLORI, Antonio Nicola;Italian;1701-1750
3865;SINGLETON, Henry;English;1801-1850
4610;ZÜRN, Michael;German;1651-1700
12;ADAM, Lambert-Sigisbert;French;1701-1750
2953;NASINI, Giuseppe Nicola;Italian;1651-1700
3293;PODESTA, Giovanni Andrea;Italian;1601-1650
4546;WORLIDGE, Thomas;English;1701-1750
4312;VELDE, Willem van de, the Elder;Dutch;1651-1700
2523;MARÉES, George de;Swedish;1701-1750
1325;ETTY, William;English;1801-1850
3823;SERGEL, Johan Tobias;Swedish;1751-1800
283;BEGARELLI, Antonio;Italian;1501-1550
67;AMERLING, Friedrich von;Austrian;1801-1850
